,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,YearsInCurrentRole,YearsSinceLastPromotion
928,Yes,44,Travel_Rarely,Research & Development,15,3,Medical,Female,Healthcare Representative,4,Married,7978,1,No,11,7,0
929,No,28,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Married,3867,1,Yes,12,2,2
930,No,51,Travel_Frequently,Research & Development,6,2,Medical,Female,Laboratory Technician,3,Single,2838,0,No,14,0,7
931,No,30,Non-Travel,Research & Development,9,2,Medical,Female,Manufacturing Director,3,Single,4695,7,Yes,18,4,1
932,Yes,29,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,Laboratory Technician,3,Divorced,3339,3,Yes,13,7,7
933,No,28,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Research Scientist,1,Single,2080,2,No,11,2,1
934,No,25,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Scientist,2,Single,2096,1,No,18,2,2
935,No,32,Travel_Rarely,Sales,8,3,Medical,Male,Sales Executive,4,Married,6209,1,No,15,7,0
936,No,45,Travel_Frequently,Research & Development,25,3,Medical,Female,Manager,2,Single,18061,3,No,22,0,0
937,No,39,Travel_Rarely,Research & Development,13,4,Medical,Female,Manager,2,Divorced,17123,6,Yes,13,9,15
938,No,58,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,Research Scientist,3,Divorced,2372,1,No,12,2,2
939,Yes,32,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,3,Married,4883,1,No,18,4,1
940,Yes,39,Travel_Rarely,Research & Development,23,3,Medical,Male,Research Scientist,1,Single,3904,0,No,13,2,0
941,No,30,Travel_Rarely,Research & Development,6,3,Technical Degree,Female,Laboratory Technician,4,Married,4627,0,No,12,2,6
942,No,36,Travel_Rarely,Research & Development,10,4,Technical Degree,Female,Healthcare Representative,3,Married,7094,3,No,12,7,1
943,No,46,Travel_Rarely,Human Resources,1,2,Life Sciences,Female,Human Resources,1,Single,3423,6,No,12,6,5
944,No,28,Non-Travel,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,4,Married,6674,0,No,11,8,7
945,No,50,Travel_Rarely,Research & Development,28,3,Life Sciences,Female,Research Director,1,Married,16880,4,Yes,11,2,1
946,Yes,40,Travel_Rarely,Sales,25,4,Marketing,Male,Sales Executive,2,Single,9094,2,Yes,12,4,1
947,Yes,52,Travel_Rarely,Sales,5,3,Life Sciences,Male,Sales Executive,2,Single,8446,9,Yes,19,7,7
948,No,30,Travel_Rarely,Research & Development,17,4,Medical,Female,Manager,1,Married,11916,1,Yes,23,1,0
949,No,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,3,Single,4534,0,No,11,7,1
950,No,31,Non-Travel,Sales,2,4,Life Sciences,Female,Sales Executive,3,Divorced,9852,1,Yes,19,8,9
951,No,41,Non-Travel,Sales,10,2,Medical,Male,Sales Executive,2,Single,6151,1,No,13,2,11
952,Yes,31,Travel_Frequently,Sales,1,3,Life Sciences,Female,Sales Representative,2,Single,2302,1,Yes,11,2,2
953,Yes,44,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,1,Married,2362,4,No,12,2,1
954,No,42,Non-Travel,Research & Development,2,1,Life Sciences,Male,Manager,3,Married,17861,0,Yes,13,8,2
955,No,55,Travel_Rarely,Research & Development,2,2,Medical,Female,Manager,3,Married,19187,4,No,14,9,9
956,No,56,Travel_Rarely,Human Resources,8,4,Life Sciences,Male,Manager,2,Single,19717,6,No,14,3,7
957,No,40,Non-Travel,Research & Development,16,2,Life Sciences,Male,Research Scientist,3,Divorced,3544,9,No,16,2,0
958,No,34,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Healthcare Representative,4,Divorced,8500,0,No,11,7,1
959,No,40,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Research Scientist,4,Single,4661,1,No,13,8,8
960,No,41,Travel_Frequently,Sales,1,3,Marketing,Female,Sales Executive,1,Divorced,4103,0,No,17,3,1
961,No,35,Travel_Frequently,Research & Development,4,4,Life Sciences,Male,Research Scientist,3,Single,4249,1,Yes,11,6,1
962,No,51,Travel_Rarely,Human Resources,5,3,Life Sciences,Male,Manager,2,Divorced,14026,1,Yes,11,9,0
963,No,38,Travel_Rarely,Sales,2,2,Life Sciences,Female,Sales Executive,1,Divorced,6893,3,No,15,7,1
964,No,34,Travel_Rarely,Sales,15,2,Medical,Female,Sales Executive,1,Single,6125,1,No,12,8,9
965,No,25,Travel_Rarely,Research & Development,19,1,Medical,Male,Laboratory Technician,4,Married,3669,3,No,11,2,1
966,Yes,58,Travel_Rarely,Research & Development,7,4,Medical,Female,Manufacturing Director,1,Married,10008,7,Yes,14,9,5
967,No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Laboratory Technician,2,Married,2387,3,No,22,2,0
968,No,36,Travel_Frequently,Sales,7,3,Marketing,Female,Sales Executive,1,Married,4639,2,No,16,7,6
969,No,48,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,Manufacturing Director,4,Single,7898,1,No,11,9,0
970,No,27,Travel_Rarely,Sales,11,3,Medical,Female,Sales Representative,4,Married,2534,8,No,14,0,0
971,No,51,Travel_Rarely,Research & Development,11,2,Technical Degree,Female,Manufacturing Director,2,Single,13142,3,No,16,2,0
972,No,18,Non-Travel,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,4,Single,1611,1,No,15,0,0
973,No,35,Travel_Rarely,Research & Development,1,3,Medical,Female,Laboratory Technician,4,Married,5363,0,No,12,7,0
974,No,27,Travel_Frequently,Sales,2,1,Life Sciences,Male,Sales Executive,4,Single,5071,3,No,20,2,0
975,Yes,55,Travel_Rarely,Sales,13,4,Marketing,Male,Sales Executive,3,Single,13695,6,Yes,17,7,3
976,No,56,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,2,Married,13402,4,Yes,12,16,15
977,No,34,Non-Travel,Research & Development,26,1,Technical Degree,Female,Research Scientist,3,Divorced,2029,1,No,20,4,0
978,No,40,Travel_Rarely,Research & Development,2,1,Medical,Female,Healthcare Representative,3,Divorced,6377,5,No,20,11,11
979,No,34,Travel_Rarely,Research & Development,29,3,Medical,Male,Laboratory Technician,3,Married,5429,4,No,13,7,7
980,Yes,31,Travel_Frequently,Sales,2,3,Life Sciences,Female,Sales Representative,4,Single,2785,7,No,14,0,0
981,Yes,35,Travel_Frequently,Sales,18,4,Marketing,Female,Sales Executive,3,Married,4614,0,Yes,18,2,3
982,No,38,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,Research Scientist,3,Divorced,2610,1,No,11,2,0
983,No,34,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,4,Single,6687,1,No,11,11,4
984,No,28,Travel_Rarely,Sales,26,3,Life Sciences,Male,Sales Executive,1,Married,4724,1,No,11,3,0
985,Yes,31,Travel_Rarely,Research & Development,22,4,Medical,Male,Manufacturing Director,3,Married,6179,1,Yes,15,2,6
986,No,39,Travel_Rarely,Sales,21,4,Life Sciences,Male,Sales Executive,4,Married,6120,3,Yes,12,4,1
987,No,51,Travel_Frequently,Sales,2,3,Marketing,Male,Sales Executive,2,Married,10596,2,No,11,2,3
988,No,41,Travel_Frequently,Research & Development,22,3,Life Sciences,Female,Research Scientist,4,Divorced,5467,3,Yes,14,2,3
989,No,37,Travel_Rarely,Research & Development,4,1,Life Sciences,Male,Research Scientist,3,Married,2996,7,Yes,15,4,1
990,No,33,Travel_Frequently,Sales,5,1,Life Sciences,Male,Sales Executive,4,Married,9998,6,No,13,4,1
991,No,32,Travel_Rarely,Sales,2,1,Marketing,Male,Sales Executive,2,Married,4078,0,Yes,13,2,1
992,No,39,Non-Travel,Research & Development,25,2,Life Sciences,Male,Healthcare Representative,3,Married,10920,3,No,21,4,0
993,No,25,Travel_Rarely,Sales,18,1,Life Sciences,Male,Sales Executive,3,Married,6232,2,No,11,2,1
994,No,52,Travel_Frequently,Research & Development,28,2,Medical,Female,Manufacturing Director,3,Married,13247,2,Yes,11,3,0
995,No,43,Travel_Rarely,Research & Development,6,3,Medical,Female,Research Scientist,3,Single,4081,1,Yes,14,7,1
996,No,27,Travel_Rarely,Sales,10,3,Marketing,Female,Sales Executive,4,Married,5769,1,Yes,11,2,4
997,Yes,27,Travel_Rarely,Research & Development,17,4,Life Sciences,Female,Research Scientist,3,Single,2394,1,Yes,13,2,7
998,No,26,Travel_Rarely,Research & Development,2,1,Medical,Male,Research Scientist,4,Single,3904,0,No,12,3,1
999,No,42,Travel_Rarely,Human Resources,10,3,Human Resources,Female,Manager,1,Married,16799,0,No,14,7,0
1000,No,52,Travel_Rarely,Research & Development,8,4,Other,Female,Laboratory Technician,1,Married,2950,9,No,13,4,0
1001,No,37,Travel_Rarely,Research & Development,11,3,Medical,Female,Laboratory Technician,3,Single,3629,4,No,18,2,0
1002,No,35,Travel_Frequently,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,4,Single,9362,2,No,11,2,2
1003,No,25,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Laboratory Technician,4,Married,3229,4,No,11,2,0
1004,No,26,Travel_Rarely,Research & Development,7,3,Other,Male,Laboratory Technician,1,Single,3578,0,No,12,7,0
1005,No,29,Travel_Rarely,Human Resources,17,3,Other,Male,Human Resources,1,Single,7988,1,No,13,9,0
1006,Yes,49,Travel_Frequently,Research & Development,28,2,Life Sciences,Male,Laboratory Technician,1,Single,4284,3,No,20,3,1
1007,Yes,29,Travel_Frequently,Research & Development,14,1,Other,Female,Healthcare Representative,4,Single,7553,0,Yes,12,7,7
1008,No,54,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Director,4,Single,17328,6,No,19,7,12
1009,No,58,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Director,1,Married,19701,3,Yes,21,8,1
1010,No,55,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,14732,2,No,13,7,0
1011,No,36,Travel_Rarely,Sales,3,4,Marketing,Female,Sales Executive,2,Single,9278,3,Yes,16,4,0
1012,Yes,31,Travel_Frequently,Sales,1,4,Life Sciences,Female,Sales Representative,3,Single,1359,1,No,12,0,0
1013,No,30,Travel_Rarely,Sales,7,4,Marketing,Female,Sales Executive,1,Divorced,4779,7,No,14,2,0
1014,No,31,Travel_Rarely,Research & Development,8,5,Life Sciences,Female,Research Director,2,Single,16422,3,No,11,2,1
1015,No,34,Travel_Frequently,Research & Development,1,4,Other,Male,Research Scientist,1,Divorced,2996,5,No,14,3,1
1016,Yes,31,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,Research Scientist,2,Single,1261,1,No,12,0,0
1017,No,27,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,Laboratory Technician,1,Married,2099,0,No,14,0,1
1018,No,36,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Laboratory Technician,4,Single,5810,1,No,16,4,1
1019,No,36,Travel_Rarely,Sales,16,4,Marketing,Female,Sales Executive,1,Married,5647,4,No,13,2,0
1020,No,47,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Research Scientist,4,Married,3420,7,No,12,5,1
1021,Yes,25,Travel_Rarely,Sales,9,2,Life Sciences,Male,Sales Representative,1,Married,4400,3,No,12,2,2
1022,No,37,Non-Travel,Research & Development,5,2,Technical Degree,Male,Laboratory Technician,3,Single,3500,0,No,14,5,1
1023,No,56,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Research Scientist,1,Married,2066,2,No,22,2,1
1024,No,47,Travel_Rarely,Research & Development,2,4,Medical,Female,Research Director,3,Married,17169,3,No,19,17,5
1025,No,24,Travel_Rarely,Sales,4,1,Medical,Female,Sales Executive,3,Married,4162,1,Yes,12,4,0
1026,No,32,Travel_Rarely,Sales,7,5,Marketing,Male,Sales Executive,4,Married,9204,4,No,12,3,0
1027,No,34,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,2,Married,3294,5,No,17,4,0
1028,No,41,Travel_Rarely,Research & Development,5,5,Medical,Male,Research Scientist,3,Married,2127,2,Yes,12,2,0
1029,No,40,Non-Travel,Research & Development,9,4,Other,Male,Laboratory Technician,3,Divorced,3975,3,No,11,7,0
1030,No,31,Travel_Rarely,Sales,8,2,Life Sciences,Male,Sales Executive,4,Divorced,10793,1,No,18,7,9
1031,Yes,46,Travel_Rarely,Sales,9,3,Marketing,Male,Sales Executive,4,Divorced,10096,4,No,11,7,4
1032,Yes,39,Non-Travel,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,1,Single,3646,2,Yes,23,0,0
1033,Yes,31,Travel_Frequently,Research & Development,1,5,Life Sciences,Female,Manufacturing Director,2,Single,7446,1,No,11,8,4
1034,No,45,Travel_Rarely,Research & Development,20,3,Medical,Male,Healthcare Representative,1,Divorced,10851,2,Yes,18,7,0
1035,No,31,Travel_Rarely,Human Resources,8,2,Medical,Female,Human Resources,2,Single,2109,9,No,18,2,0
1036,Yes,31,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Married,3722,6,Yes,13,2,2
1037,No,45,Travel_Rarely,Research & Development,29,3,Technical Degree,Male,Manufacturing Director,4,Married,9380,4,Yes,18,1,1
1038,No,48,Travel_Rarely,Sales,7,3,Marketing,Male,Sales Executive,1,Divorced,5486,4,No,11,2,2
1039,Yes,34,Travel_Rarely,Human Resources,9,4,Technical Degree,Female,Human Resources,3,Married,2742,1,No,15,2,2
1040,No,40,Non-Travel,Research & Development,8,1,Medical,Male,Research Director,2,Divorced,13757,2,No,11,8,4
1041,No,28,Travel_Rarely,Sales,5,3,Medical,Male,Sales Executive,1,Single,8463,0,No,18,4,1
1042,No,44,Non-Travel,Research & Development,5,3,Life Sciences,Male,Laboratory Technician,3,Single,3162,3,No,14,2,0
1043,No,53,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Director,2,Single,16598,4,No,12,8,8
1044,No,49,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,Healthcare Representative,3,Married,6651,2,No,14,2,1
1045,No,40,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Scientist,3,Divorced,2345,2,No,14,1,1
1046,No,44,Travel_Rarely,Research & Development,20,3,Life Sciences,Male,Research Scientist,2,Single,3420,1,No,13,2,1
1047,No,33,Travel_Frequently,Sales,7,3,Medical,Male,Sales Executive,1,Married,4373,0,No,14,3,0
1048,No,34,Travel_Rarely,Sales,3,3,Other,Male,Sales Executive,1,Single,4759,3,No,18,9,3
1049,No,30,Travel_Rarely,Sales,16,1,Life Sciences,Male,Sales Executive,3,Married,5301,8,No,15,1,2
1050,No,42,Travel_Frequently,Research & Development,9,2,Medical,Female,Laboratory Technician,4,Single,3673,1,No,13,9,5
1051,No,44,Travel_Frequently,Sales,1,5,Marketing,Female,Sales Executive,3,Married,4768,7,No,12,0,0
1052,No,30,Non-Travel,Research & Development,7,3,Technical Degree,Male,Research Scientist,3,Divorced,1274,1,No,13,0,0
1053,No,57,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Married,4900,0,No,24,9,2
1054,No,49,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,2,Divorced,10466,3,No,14,7,0
1055,No,34,Travel_Frequently,Research & Development,15,3,Medical,Male,Research Director,1,Divorced,17007,7,No,14,8,6
1056,Yes,28,Travel_Frequently,Sales,1,3,Technical Degree,Male,Sales Representative,3,Married,2909,3,No,15,2,1
1057,Yes,29,Travel_Frequently,Sales,13,3,Technical Degree,Female,Sales Executive,2,Single,5765,5,No,11,3,0
1058,Yes,34,Travel_Rarely,Sales,24,4,Medical,Female,Sales Executive,2,Single,4599,0,Yes,23,9,10
1059,No,35,Travel_Rarely,Sales,7,1,Life Sciences,Male,Sales Representative,3,Married,2404,1,No,13,0,0
1060,Yes,24,Travel_Frequently,Research & Development,9,3,Medical,Male,Laboratory Technician,1,Single,3172,2,Yes,11,0,0
1061,No,24,Non-Travel,Sales,13,2,Life Sciences,Female,Sales Representative,2,Married,2033,1,No,13,0,0
1062,No,44,Travel_Frequently,Research & Development,2,1,Medical,Male,Manufacturing Director,3,Single,10209,5,Yes,18,2,2
1063,No,29,Travel_Rarely,Sales,19,3,Life Sciences,Male,Sales Executive,3,Divorced,8620,1,No,14,7,0
1064,No,30,Travel_Rarely,Human Resources,1,3,Life Sciences,Male,Human Resources,3,Divorced,2064,0,No,21,3,1
1065,No,55,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Married,4035,0,Yes,16,2,1
1066,No,33,Travel_Rarely,Research & Development,4,4,Medical,Female,Laboratory Technician,2,Married,3838,8,No,11,4,0
1067,No,47,Travel_Rarely,Sales,14,3,Medical,Female,Sales Executive,3,Married,4591,3,Yes,17,4,1
1068,Yes,28,Travel_Frequently,Research & Development,2,2,Medical,Male,Laboratory Technician,1,Single,2561,7,No,11,0,0
1069,No,28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Scientist,3,Divorced,1563,1,No,14,0,0
1070,No,28,Travel_Frequently,Sales,7,3,Life Sciences,Male,Sales Executive,1,Single,4898,0,No,14,2,1
1071,No,49,Travel_Rarely,Research & Development,3,2,Medical,Female,Laboratory Technician,1,Married,4789,4,No,25,2,1
1072,No,29,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,Laboratory Technician,2,Married,3180,0,No,13,2,0
1073,No,28,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,Manufacturing Director,2,Married,6549,1,No,14,6,1
1074,No,33,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,Healthcare Representative,3,Single,6388,2,Yes,17,0,0
1075,No,32,Travel_Rarely,Research & Development,10,3,Medical,Male,Manager,4,Single,11244,2,No,25,2,0
1076,No,54,Travel_Frequently,Research & Development,11,4,Medical,Female,Manager,4,Divorced,16032,3,No,20,9,1
1077,Yes,29,Travel_Rarely,Research & Development,1,4,Technical Degree,Male,Research Scientist,1,Single,2362,6,No,13,7,0
1078,No,44,Travel_Rarely,Research & Development,28,3,Life Sciences,Male,Research Director,1,Married,16328,3,No,13,6,14
1079,No,39,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,Manufacturing Director,2,Single,8376,4,No,18,0,2
1080,No,46,Travel_Rarely,Sales,3,3,Life Sciences,Female,Manager,2,Married,16606,8,No,12,12,5
1081,No,35,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,Healthcare Representative,2,Single,8606,1,No,19,8,3
1082,No,23,Travel_Rarely,Research & Development,20,1,Life Sciences,Male,Laboratory Technician,3,Single,2272,0,No,14,3,1
1083,Yes,40,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Single,2018,3,No,14,4,1
1084,No,34,Travel_Rarely,Sales,1,3,Technical Degree,Male,Sales Executive,3,Married,7083,1,Yes,14,9,8
1085,Yes,31,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,Research Scientist,3,Single,4084,1,No,12,2,7
1086,No,50,Travel_Frequently,Research & Development,22,5,Medical,Male,Research Director,4,Single,14411,1,Yes,13,6,13
1087,No,34,Travel_Rarely,Sales,7,2,Technical Degree,Male,Sales Representative,3,Married,2308,0,Yes,25,10,5
1088,No,42,Travel_Rarely,Research & Development,2,3,Medical,Male,Laboratory Technician,2,Married,4841,4,No,14,0,0
1089,No,37,Travel_Rarely,Research & Development,13,3,Medical,Male,Research Scientist,4,Married,4285,1,No,17,8,3
1090,No,29,Travel_Rarely,Research & Development,8,1,Other,Female,Healthcare Representative,1,Married,9715,3,No,13,7,0
1091,No,33,Travel_Rarely,Research & Development,25,3,Life Sciences,Male,Manufacturing Director,2,Single,4320,1,No,13,3,0
1092,No,45,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,Research Scientist,4,Married,2132,4,No,20,4,0
1093,No,42,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,4,Married,10124,2,Yes,14,8,13
1094,No,40,Travel_Rarely,Sales,9,2,Medical,Male,Sales Executive,1,Married,5473,0,No,12,4,7
1095,No,33,Travel_Rarely,Research & Development,28,4,Life Sciences,Male,Laboratory Technician,3,Married,5207,1,Yes,12,14,5
1096,No,40,Travel_Rarely,Human Resources,6,2,Medical,Male,Manager,4,Single,16437,1,Yes,21,7,7
1097,No,24,Travel_Rarely,Research & Development,21,2,Technical Degree,Male,Laboratory Technician,1,Divorced,2296,0,No,14,1,0
1098,No,40,Non-Travel,Research & Development,8,2,Life Sciences,Male,Healthcare Representative,4,Divorced,4069,3,Yes,18,2,2
1099,No,45,Travel_Rarely,Research & Development,1,4,Technical Degree,Male,Healthcare Representative,2,Divorced,7441,1,No,12,8,7
1100,No,35,Travel_Rarely,Sales,28,4,Life Sciences,Female,Sales Representative,3,Married,2430,0,No,23,3,4
1101,No,32,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,Research Scientist,2,Married,5878,3,No,12,1,2
1102,No,36,Travel_Rarely,Sales,2,4,Life Sciences,Male,Sales Representative,4,Single,2644,3,Yes,21,2,1
1103,No,48,Travel_Rarely,Sales,16,4,Life Sciences,Female,Sales Executive,3,Divorced,6439,8,No,14,7,7
1104,No,29,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Research Scientist,3,Married,2451,6,No,18,0,0
1105,No,33,Travel_Rarely,Sales,8,4,Life Sciences,Male,Sales Executive,1,Married,6392,2,No,13,2,2
1106,Yes,30,Travel_Rarely,Sales,1,3,Life Sciences,Male,Sales Executive,1,Married,9714,1,No,11,8,6
1107,No,38,Travel_Frequently,Human Resources,10,4,Human Resources,Male,Human Resources,3,Married,6077,3,No,11,3,1
1108,No,35,Travel_Rarely,Research & Development,1,3,Medical,Male,Laboratory Technician,1,Single,2450,1,No,19,0,1
1109,No,30,Travel_Rarely,Sales,29,4,Technical Degree,Male,Sales Executive,2,Married,9250,3,No,12,2,1
1110,Yes,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,1,Divorced,2074,1,Yes,12,0,0
1111,Yes,53,Travel_Rarely,Research & Development,2,5,Technical Degree,Female,Manufacturing Director,4,Married,10169,0,No,16,7,1
1112,Yes,38,Travel_Rarely,Research & Development,2,3,Medical,Male,Manufacturing Director,2,Married,4855,4,No,11,2,1
1113,No,32,Non-Travel,Research & Development,1,4,Technical Degree,Male,Research Scientist,1,Married,4087,4,No,14,5,1
1114,No,48,Travel_Rarely,Research & Development,15,4,Other,Female,Research Scientist,1,Married,2367,8,No,12,2,7
1115,No,34,Travel_Rarely,Research & Development,7,4,Medical,Male,Research Scientist,4,Single,2972,1,No,13,0,0
1116,No,55,Travel_Rarely,Sales,26,5,Marketing,Male,Manager,4,Married,19586,1,No,21,6,2
1117,No,34,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Research Scientist,4,Married,5484,9,No,17,2,2
1118,No,26,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,Research Scientist,4,Married,2061,1,No,21,0,0
1119,No,38,Travel_Rarely,Sales,14,3,Life Sciences,Male,Sales Executive,2,Married,9924,0,No,11,8,7
1120,No,38,Travel_Rarely,Sales,16,3,Life Sciences,Female,Sales Executive,2,Single,4198,2,No,12,2,1
1121,No,36,Travel_Rarely,Sales,1,4,Life Sciences,Female,Sales Executive,3,Single,6815,6,No,13,0,0
1122,No,29,Travel_Rarely,Research & Development,3,1,Medical,Male,Laboratory Technician,1,Single,4723,1,Yes,18,9,1
1123,No,35,Travel_Rarely,Research & Development,10,4,Medical,Female,Healthcare Representative,3,Single,6142,3,Yes,16,2,0
1124,No,39,Travel_Rarely,Sales,6,3,Medical,Male,Sales Executive,3,Married,8237,2,No,11,6,7
1125,No,29,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,Healthcare Representative,4,Divorced,8853,1,No,19,4,1
1126,No,50,Travel_Rarely,Sales,9,3,Marketing,Male,Manager,3,Married,19331,4,Yes,16,0,0
1127,No,23,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,Research Scientist,3,Married,2073,2,No,16,2,2
1128,No,36,Travel_Frequently,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,1,Married,5562,3,Yes,13,2,0
1129,No,42,Travel_Rarely,Research & Development,9,2,Other,Male,Manager,4,Single,19613,8,No,22,0,0
1130,No,35,Travel_Rarely,Research & Development,28,3,Life Sciences,Male,Laboratory Technician,3,Married,3407,1,No,17,9,6
1131,No,34,Travel_Frequently,Research & Development,10,4,Technical Degree,Male,Healthcare Representative,3,Married,5063,1,No,14,2,7
1132,No,40,Travel_Rarely,Sales,14,2,Life Sciences,Female,Sales Executive,1,Married,4639,1,No,15,4,1
1133,No,43,Travel_Rarely,Research & Development,27,3,Technical Degree,Male,Laboratory Technician,2,Divorced,4876,5,No,12,4,0
1134,No,35,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,4,Married,2690,1,No,18,0,0
1135,No,46,Travel_Rarely,Sales,1,4,Life Sciences,Male,Manager,1,Single,17567,1,No,15,0,0
1136,Yes,28,Travel_Rarely,Research & Development,24,3,Medical,Male,Laboratory Technician,2,Married,2408,1,Yes,17,1,0
1137,No,22,Non-Travel,Research & Development,26,2,Other,Female,Research Scientist,3,Married,2814,1,Yes,14,2,1
1138,No,50,Travel_Frequently,Research & Development,20,5,Medical,Male,Healthcare Representative,3,Married,11245,2,Yes,15,8,12
1139,No,32,Travel_Rarely,Research & Development,5,4,Other,Female,Research Scientist,4,Married,3312,3,No,17,2,0
1140,No,44,Travel_Rarely,Research & Development,7,3,Medical,Female,Research Director,4,Divorced,19049,0,Yes,14,7,1
1141,No,30,Travel_Rarely,Research & Development,7,3,Medical,Male,Research Scientist,2,Married,2141,1,No,12,4,1
1142,No,45,Travel_Rarely,Research & Development,5,5,Medical,Female,Laboratory Technician,1,Single,5769,1,Yes,14,7,1
1143,No,45,Non-Travel,Sales,26,3,Marketing,Male,Sales Executive,1,Married,4385,1,No,15,7,4
1144,No,31,Travel_Frequently,Sales,2,4,Other,Male,Sales Executive,1,Single,5332,7,No,13,2,0
1145,No,36,Travel_Rarely,Research & Development,12,4,Life Sciences,Female,Manufacturing Director,3,Married,4663,9,Yes,12,2,1
1146,No,34,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,Manufacturing Director,4,Divorced,4724,1,No,13,7,7
1147,No,49,Travel_Rarely,Research & Development,25,4,Life Sciences,Female,Laboratory Technician,1,Married,3211,1,No,14,6,1
1148,No,39,Travel_Rarely,Research & Development,10,5,Medical,Male,Manufacturing Director,1,Married,5377,2,No,13,7,7
1149,No,27,Travel_Rarely,Research & Development,19,3,Other,Male,Laboratory Technician,1,Divorced,4066,1,No,11,7,0
1150,No,35,Travel_Rarely,Research & Development,18,5,Life Sciences,Male,Research Scientist,1,Married,5208,1,No,11,15,1
1151,No,28,Travel_Rarely,Research & Development,27,3,Medical,Female,Manufacturing Director,1,Divorced,4877,0,No,21,3,0
1152,No,21,Travel_Rarely,Research & Development,5,1,Medical,Male,Research Scientist,4,Single,3117,1,No,18,2,2
1153,Yes,18,Travel_Frequently,Sales,3,2,Medical,Female,Sales Representative,4,Single,1569,1,Yes,12,0,0
1154,No,47,Travel_Rarely,Human Resources,26,4,Life Sciences,Female,Manager,3,Married,19658,3,No,11,2,1
1155,No,39,Travel_Rarely,Research & Development,3,2,Medical,Male,Laboratory Technician,3,Divorced,3069,0,No,15,8,0
1156,No,40,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,Manufacturing Director,3,Married,10435,1,No,13,15,14
1157,No,35,Non-Travel,Research & Development,8,4,Life Sciences,Female,Healthcare Representative,3,Married,4148,1,No,12,11,2
